image,class,risk,crop,xtl,ytl,xbr,ybr
V006_77_0_00_10_03_12_0_c15_20201231_0020_S01_1.jpg,0,0,10,0,1330,1665,3242
V006_77_1_06_03_03_12_3_3912e_20201119_3.jpg,1,3,3,2052,1228,4004,2832
V006_77_0_00_04_03_13_0_c35_20201208_0254_S01_1.JPG,0,0,4,330,1097,2656,3591
V006_77_0_00_10_03_13_0_c34_20201027_0122_S01_1.JPG,0,0,10,666,107,3616,2957
V006_77_0_00_03_03_12_0_c16_20201222_0046_S01_1.JPG,0,0,3,114,887,3008,4032
V006_77_0_00_06_03_12_0_c19_20201130_0036_S01_1.jpg,0,0,6,971,1559,2523,3539
V006_77_1_02_01_03_13_1_6835q_20201112_86.jpg,1,1,1,63,132,719,900
V006_77_0_00_06_03_13_0_c14_20210104_0090_S01_1.jpg,0,0,6,235,1550,1628,2637
V006_77_0_00_04_03_13_0_c34_20201208_0195_S01_1.JPG,0,0,4,875,314,3587,2550
V006_77_1_08_04_03_13_3_6135w_20201207_122.jpg,1,3,4,205,360,1532,1089
V006_77_0_00_06_03_13_0_c15_20210108_0238_S01_1.jpg,0,0,6,0,0,1816,3203
V006_77_0_00_04_03_12_0_c24_20201208_0091_S01_1.JPG,0,0,4,0,119,2473,2787
V006_77_0_00_06_03_12_0_c19_20201130_0002_S01_2.jpg,0,0,6,413,551,2526,3462
V006_77_0_00_03_03_12_0_c08_20201216_0046_S01_1.jpg,0,0,3,238,1085,2154,3183
V006_77_1_06_03_03_12_3_3704b_20201126_101.jpg,1,3,3,2864,892,4032,2948
V006_77_1_02_01_03_13_1_7497r_20201002_10.jpg,1,1,1,0,3,851,960
V006_77_1_08_04_03_13_2_2653w_20201209_137.jpg,1,2,4,21,91,1608,1445
V006_77_1_02_01_03_13_2_6835q_20201029_69.jpg,1,2,1,108,228,544,907
V006_77_1_08_04_03_13_2_3248b_20201204_104.jpg,1,2,4,112,171,1917,1383
V006_77_0_00_04_03_13_0_c18_20201208_0109_S01_1.JPG,0,0,4,263,714,2696,3134
V006_77_0_00_10_03_12_0_c22_20201222_0236_S01_1.jpg,0,0,10,678,1142,2631,2775
V006_77_1_12_06_03_13_1_9763w_20201123_3.jpg,1,1,6,134,17,4032,2522
V006_77_1_17_10_03_13_2_6309r_20200917_2.JPG,1,2,10,1252,624,2964,2448
V006_77_0_00_06_03_13_0_c14_20210105_0025_S01_1.jpg,0,0,6,374,1567,1681,3302
V006_77_0_00_10_03_12_0_c34_20201222_0398_S01_1.JPG,0,0,10,564,1255,2627,3092
V006_77_1_12_06_03_13_1_8206w_20201130_15.jpg,1,1,6,1,8,3681,2544
V006_77_1_06_03_03_11_1_1048y_20201014_11.jpg,1,1,3,1106,692,2120,1689
V006_77_0_00_03_03_12_0_c16_20201217_0052_S01_1.JPG,0,0,3,0,666,2874,3806
V006_77_0_00_04_03_13_0_b06_20201111_0315_S01_1.jpg,0,0,4,970,60,3073,1901
V006_77_0_00_10_03_12_0_c34_20201222_0625_S01_1.JPG,0,0,10,442,921,2546,3065
V006_77_0_00_10_03_12_0_b08_20201222_0541_S01_1.jpg,0,0,10,622,1337,1593,2294
V006_77_0_00_06_03_13_0_c38_20201207_0050_S01_1.JPG,0,0,6,544,0,2294,2570
V006_77_0_00_03_03_12_0_c17_20201203_0068_S01_1.jpg,0,0,3,592,107,3162,2944
V006_77_0_00_04_03_13_0_c35_20201208_0077_S01_1.JPG,0,0,4,719,434,3194,2636
V006_77_1_12_06_03_13_1_4360w_20201005_5.jpg,1,1,6,0,71,3747,2994
V006_77_1_06_03_03_12_2_5360t_20201123_35.jpg,1,2,3,1086,0,3726,2320
V006_77_0_00_06_03_13_0_c12_20201028_0002_S01_1.JPG,0,0,6,6,333,3739,2770
V006_77_1_02_01_03_13_3_6835q_20201012_31.jpg,1,3,1,15,15,612,858
V006_77_0_00_01_03_13_0_c09_20201209_0064_S01_1.jpg,0,0,1,515,828,2459,3652
V006_77_0_00_01_03_13_0_c04_20201210_0281_S01_1.JPG,0,0,1,306,159,2737,2785
V006_77_0_00_06_03_13_0_c14_20201228_0065_S01_1.jpg,0,0,6,473,1420,1528,2984
V006_77_0_00_03_03_12_0_c16_20201222_0073_S01_1.JPG,0,0,3,156,644,2831,3637
V006_77_1_06_03_03_12_1_4535e_20201005_13.jpg,1,1,3,1512,1008,3067,2546
V006_77_0_00_10_03_11_0_c11_20201223_0003_S01_1.jpg,0,0,10,294,908,2356,2958
V006_77_0_00_03_03_12_0_c17_20201203_0003_S01_1.jpg,0,0,3,504,144,3057,2841
V006_77_0_00_01_03_13_0_c04_20201209_0172_S01_1.JPG,0,0,1,506,211,2771,2967
V006_77_0_00_10_03_12_0_c20_20201221_0076_S01_1.jpg,0,0,10,462,1195,2742,3166
V006_77_1_06_03_03_12_3_8083y_20201113_30.jpg,1,3,3,570,170,3354,2702
V006_77_0_00_04_03_12_0_c24_20201211_0074_S01_1.JPG,0,0,4,318,545,2360,2956
V006_77_0_00_04_03_13_0_b06_20201111_0211_S01_1.jpg,0,0,4,697,208,2788,1653
V006_77_1_12_06_03_13_2_6022w_20201027_1.jpg,1,2,6,0,0,3648,2780
V006_77_0_00_03_03_12_0_c07_20201216_0088_S01_1.JPG,0,0,3,473,1086,2633,3506
V006_77_0_00_03_03_12_0_c16_20201209_0007_S01_1.JPG,0,0,3,63,872,3004,3818
V006_77_1_06_03_03_12_2_4131q_20201005_6.jpg,1,2,3,562,166,3691,2948
V006_77_0_00_01_03_13_0_c05_20201210_0110_S01_1.JPG,0,0,1,301,1073,2403,3193
V006_77_1_06_03_03_12_3_4580t_20201112_63.jpg,1,3,3,12,20,4016,3008
V006_77_1_12_06_03_13_2_4360w_20201127_5.jpg,1,2,6,190,130,4032,3024
V006_77_1_06_03_03_12_3_5740t_20201126_41.jpg,1,3,3,768,0,4252,2320
V006_77_1_06_03_03_12_2_2472q_20201026_17.jpg,1,2,3,1952,1218,2523,1884
V006_77_0_00_04_03_12_0_a03_20201022_0409_S01_1.JPG,0,0,4,876,324,3280,2897
V006_77_1_06_03_03_12_3_9316y_20201113_32.jpg,1,3,3,609,57,2994,2654
V006_77_1_08_04_03_13_1_3321w_20201210_154.jpg,1,1,4,119,344,1364,1219
V006_77_0_00_03_03_12_0_c16_20201222_0021_S01_1.JPG,0,0,3,24,560,2908,3642
V006_77_1_12_06_03_13_3_6022w_20201127_2.jpg,1,3,6,0,276,4032,3024
V006_77_1_08_04_03_13_1_6135w_20201207_118.jpg,1,1,4,878,373,1960,1541
V006_77_0_00_04_03_12_0_a03_20201022_0480_S01_1.JPG,0,0,4,1048,594,2526,1827
V006_77_0_00_03_03_11_0_c15_20201119_0012_S01_1.jpg,0,0,3,67,1217,2847,3937
V006_77_0_00_04_03_13_0_c37_20201208_0190_S01_1.jpg,0,0,4,960,227,4342,2960
V006_77_0_00_10_03_11_0_c37_20201209_0427_S01_1.jpg,0,0,10,1106,238,4283,3342
V006_77_1_08_04_03_13_1_6135w_20201203_61.jpg,1,1,4,442,383,1855,1426
V006_77_0_00_10_03_12_0_b08_20201222_0237_S01_1.jpg,0,0,10,59,1183,1509,2354
V006_77_0_00_01_03_13_0_c09_20201209_0630_S01_1.jpg,0,0,1,289,443,2491,3327
V006_77_0_00_03_03_12_0_c15_20201217_0003_S01_1.jpg,0,0,3,0,1131,1816,3445
V006_77_0_00_04_03_12_0_a03_20201022_0026_S01_1.jpg,0,0,4,788,1346,1982,2796
V006_77_1_06_03_03_12_3_4131q_20201127_45.jpg,1,3,3,656,40,3604,2940
V006_77_0_00_10_03_12_0_b08_20201222_0728_S01_1.jpg,0,0,10,308,1130,1869,2376
V006_77_0_00_04_03_12_0_b02_20201030_0250_S01_1.jpg,0,0,4,1018,859,1821,1971
V006_77_1_12_06_03_13_1_8206w_20200917_2.jpg,1,1,6,1106,212,3266,2447
V006_77_0_00_01_03_13_0_c04_20201210_0536_S01_1.JPG,0,0,1,446,477,2748,2824
V006_77_1_17_10_03_13_1_6834r_20201130_101.jpg,1,1,10,282,0,3012,2732
V006_77_0_00_01_03_13_0_c04_20201202_0457_S01_1.JPG,0,0,1,607,784,2453,3602
V006_77_1_02_01_03_13_2_6835q_20201126_172.jpg,1,2,1,95,132,560,765
V006_77_1_02_01_03_13_3_6835q_20201105_83.jpg,1,3,1,46,202,591,885
V006_77_0_00_04_03_12_0_a03_20201109_0140_S01_1.JPG,0,0,4,856,492,3368,2819
V006_77_0_00_04_03_12_0_a03_20201022_0099_S01_1.jpg,0,0,4,1304,1634,2569,2961
V006_77_0_00_04_03_13_0_b06_20201111_0241_S01_1.jpg,0,0,4,1407,201,3284,1954
V006_77_1_06_03_03_12_1_5424w_20201103_19.jpg,1,1,3,1784,855,3539,2507
V006_77_0_00_04_03_13_0_c18_20201207_0126_S01_1.JPG,0,0,4,470,734,2693,3095
V006_77_0_00_04_03_13_0_c25_20201215_0001_S01_1.jpg,0,0,4,1320,298,3360,2766
V006_77_1_17_10_03_13_1_6309r_20201123_95.jpg,1,1,10,616,1309,1936,2519
V006_77_1_17_10_03_13_2_9928r_20201123_91.JPG,1,2,10,979,332,3049,3024
V006_77_1_12_06_03_13_2_7188w_20200923_8.jpg,1,2,6,0,566,3713,3024
V006_77_0_00_04_03_12_0_c24_20201208_0160_S01_1.JPG,0,0,4,335,460,2285,2796
V006_77_0_00_04_03_13_0_c15_20201102_0000_S01_1.jpg,0,0,4,207,132,563,381
V006_77_0_00_06_03_13_0_c38_20201130_0045_S01_1.JPG,0,0,6,208,322,2638,3597
V006_77_1_06_03_03_12_3_4580t_20201112_58.jpg,1,3,3,28,8,4032,3016
V006_77_0_00_03_03_12_0_c16_20201209_0011_S01_1.JPG,0,0,3,84,890,3024,3982
V006_77_1_06_03_03_12_1_9702t_20200923_4.jpg,1,1,3,1133,1007,2927,2688
V006_77_0_00_01_03_13_0_c04_20201210_0130_S01_1.JPG,0,0,1,602,402,2607,2882
V006_77_0_00_01_03_13_0_c05_20201202_0091_S01_1.JPG,0,0,1,381,519,2535,3356
V006_77_1_06_03_03_12_1_2599r_20201028_17.jpg,1,1,3,1640,565,3302,2191
V006_77_1_02_01_03_13_2_0823b_20201029_73.jpg,1,2,1,0,117,2601,2297
V006_77_1_08_04_03_13_2_2653w_20201127_42.jpg,1,2,4,768,676,2456,2080
V006_77_0_00_03_03_12_0_c07_20201221_0068_S01_1.JPG,0,0,3,240,813,2795,3583
V006_77_0_00_06_03_13_0_c15_20210104_0025_S01_1.jpg,0,0,6,0,972,1787,3758
V006_77_1_06_03_03_12_3_3704b_20201126_88.jpg,1,3,3,664,120,3588,2912
V006_77_0_00_06_03_13_0_c17_20210104_0068_S01_1.jpg,0,0,6,349,594,2487,3338
V006_77_0_00_01_03_13_0_c10_20201210_0424_S01_1.jpg,0,0,1,52,546,2857,3359
V006_77_1_08_04_03_13_1_4660w_20201204_84.jpg,1,1,4,708,217,1625,1158
V006_77_0_00_10_03_11_0_c36_20201210_0547_S01_1.jpg,0,0,10,961,417,3388,2696
V006_77_0_00_03_03_12_0_c16_20201203_0056_S01_1.JPG,0,0,3,24,962,2819,3642
V006_77_1_12_06_03_13_2_4360w_20201110_3.jpg,1,2,6,0,250,3734,3024
V006_77_1_02_01_03_13_1_0823b_20201119_129.jpg,1,1,1,769,1763,1529,2490
V006_77_0_00_03_03_12_0_c17_20201130_0018_S01_1.jpg,0,0,3,436,100,3149,2781
V006_77_0_00_06_03_13_0_c15_20210108_0139_S01_1.jpg,0,0,6,235,1321,1816,2996
V006_77_1_06_03_03_12_3_8083y_20201123_33.jpg,1,3,3,564,0,3465,2320
V006_77_1_17_10_03_13_1_6309r_20200922_8.JPG,1,1,10,668,0,3556,3024
V006_77_0_00_04_03_13_0_c16_20201112_0032_S01_1.JPG,0,0,4,1584,953,3029,2703
V006_77_0_00_06_03_11_0_c14_20201221_0036_S01_1.jpg,0,0,6,142,1372,1710,2767
V006_77_1_08_04_03_12_3_2653w_20201116_4.jpg,1,3,4,1216,940,4032,2328
V006_77_0_00_03_03_12_0_c08_20201216_0091_S01_1.JPG,0,0,3,308,809,2783,3149
V006_77_1_02_01_03_13_1_0755t_20201012_25.jpg,1,1,1,225,95,774,927
V006_77_1_02_01_03_13_2_6835q_20201019_45.jpg,1,2,1,138,330,520,722
V006_77_1_06_03_03_12_3_0325w_20201130_101.jpg,1,3,3,810,147,3400,2823
V006_77_0_00_03_03_12_0_c17_20201214_0073_S01_1.jpg,0,0,3,566,112,3146,2711
V006_77_0_00_04_03_13_0_c37_20201208_0146_S01_1.jpg,0,0,4,380,385,4349,3266
V006_77_1_06_03_03_11_1_0325w_20201103_39.jpg,1,1,3,2216,1213,3408,2254
V006_77_1_06_03_03_12_1_4580t_20200929_23.jpg,1,1,3,1809,314,3757,2186
V006_77_0_00_01_03_13_0_c05_20201202_0440_S01_1.JPG,0,0,1,40,376,2823,3336
V006_77_0_00_04_03_13_0_c24_20201210_0114_S01_1.JPG,0,0,4,303,447,2441,2743
V006_77_1_08_04_03_13_1_3108w_20201203_67.jpg,1,1,4,1233,0,2332,1065
V006_77_1_06_03_03_12_3_0325w_20201130_93.jpg,1,3,3,916,50,3643,2998
V006_77_1_02_01_03_13_3_6835q_20201022_51.jpg,1,3,1,50,49,605,849
V006_77_0_00_04_03_13_0_c18_20201207_0013_S01_1.JPG,0,0,4,720,1059,2639,2870
V006_77_1_02_01_03_13_2_0823b_20201019_43.jpg,1,2,1,0,0,955,932
V006_77_1_08_04_03_13_1_3108w_20201207_113.jpg,1,1,4,688,202,1850,1374
V006_77_0_00_06_03_13_0_c14_20210107_0081_S01_1.jpg,0,0,6,206,1425,1723,2900
V006_77_1_06_03_03_12_3_4535e_20201120_64.jpg,1,3,3,16,20,4596,2283
V006_77_1_12_06_03_13_1_7188w_20201127_3.jpg,1,1,6,700,0,4032,2604
V006_77_0_00_03_03_12_0_c17_20201214_0007_S01_1.jpg,0,0,3,578,157,3076,2857
V006_77_1_08_04_03_13_1_4660w_20201127_40.jpg,1,1,4,190,652,2734,2285
V006_77_1_02_01_03_13_1_0823b_20201002_18.jpg,1,1,1,510,527,2964,3024
V006_77_1_06_03_03_12_3_0325w_20201120_83.jpg,1,3,3,830,37,3547,2320
V006_77_0_00_01_03_13_0_c04_20201204_0397_S01_1.JPG,0,0,1,706,171,2339,2750
V006_77_0_00_03_03_12_0_c16_20201209_0001_S01_1.JPG,0,0,3,1,544,3015,3866
V006_77_1_06_03_03_12_3_3912e_20201119_4.jpg,1,3,3,656,364,3416,2920
V006_77_0_00_10_03_11_0_b08_20201210_0013_S01_1.jpg,0,0,10,1403,121,3101,1581
V006_77_0_00_06_03_13_0_c41_20201204_0345_S01_1.jpg,0,0,6,938,344,3108,2346
V006_77_0_00_10_03_12_0_c35_20201222_0254_S01_1.JPG,0,0,10,1089,319,3540,2607
V006_77_1_08_04_03_13_2_1886w_20201207_107.jpg,1,2,4,1661,7,4032,1712
V006_77_1_17_10_03_13_1_8451r_20201130_137.JPG,1,1,10,1363,897,3788,2987
V006_77_0_00_06_03_13_0_c15_20210111_0098_S01_1.jpg,0,0,6,52,561,1813,2818
V006_77_1_06_03_03_12_3_3704b_20201126_89.jpg,1,3,3,900,196,3528,2820
V006_77_0_00_03_03_11_0_c15_20201119_0029_S01_1.jpg,0,0,3,0,1009,2809,3577
V006_77_1_08_04_03_13_1_3321w_20201204_79.jpg,1,1,4,648,88,3676,1988
V006_77_1_06_03_03_12_3_2472q_20201014_10.jpg,1,3,3,1470,722,2490,1905
V006_77_0_00_04_03_13_0_b06_20201111_0115_S01_1.jpg,0,0,4,986,112,3096,2046
V006_77_1_06_03_03_12_3_3704b_20201105_43.jpg,1,3,3,688,772,2696,2896
V006_77_0_00_01_03_13_0_c05_20201210_0158_S01_1.JPG,0,0,1,264,338,2808,3326
V006_77_0_00_10_03_13_0_c35_20201027_0019_S01_1.jpg,0,0,10,528,516,3164,2668
V006_77_0_00_01_03_13_0_c04_20201209_0183_S01_1.JPG,0,0,1,692,145,2486,2963
V006_77_0_00_01_03_13_0_c04_20201210_0471_S01_1.JPG,0,0,1,561,377,2537,2689
V006_77_1_08_04_03_13_1_3248b_20201118_7.jpg,1,1,4,1073,648,3297,2108
V006_77_0_00_03_03_12_0_c07_20201222_0045_S01_1.JPG,0,0,3,398,845,2834,3238
V006_77_0_00_01_03_13_0_c09_20201202_0520_S01_1.jpg,0,0,1,54,1019,2871,2893
V006_77_1_06_03_03_12_3_9316y_20201113_28.jpg,1,3,3,245,10,3511,2908
V006_77_1_02_01_03_13_1_6835q_20201002_3.jpg,1,1,1,139,201,585,681
V006_77_1_06_03_03_12_3_1048y_20201124_37.jpg,1,3,3,157,53,3966,2935
V006_77_0_00_04_03_13_0_c24_20201210_0099_S01_1.JPG,0,0,4,310,275,2510,2689
V006_77_0_00_06_03_13_0_c39_20201130_0212_S01_1.JPG,0,0,6,876,724,2336,2620
V006_77_0_00_06_03_13_0_c41_20201204_0394_S01_1.jpg,0,0,6,779,507,3027,2506
V006_77_0_00_03_03_12_0_c14_20201217_0029_S01_1.jpg,0,0,3,57,1149,1816,2549
V006_77_0_00_01_03_13_0_c10_20201209_0160_S01_1.jpg,0,0,1,294,602,2749,3527
V006_77_0_00_10_03_11_0_c34_20201209_0526_S01_1.JPG,0,0,10,616,942,2545,3190
V006_77_1_02_01_03_13_2_0823b_20201016_38.jpg,1,2,1,217,272,722,935
V006_77_0_00_06_03_13_0_c42_20201028_0073_S01_1.jpg,0,0,6,733,88,3713,2594
V006_77_1_17_10_03_13_2_6309r_20201130_101.jpg,1,2,10,676,2034,1341,2824
V006_77_0_00_03_03_12_0_c08_20201216_0075_S01_1.JPG,0,0,3,465,596,2857,3417
V006_77_0_00_10_03_13_0_c35_20201027_0154_S01_1.jpg,0,0,10,811,207,3042,2707
V006_77_0_00_10_03_12_0_c37_20201223_0100_S01_1.jpg,0,0,10,752,198,4374,3243
V006_77_1_12_06_03_13_2_4360w_20201130_23.jpg,1,2,6,600,121,3436,2227
V006_77_1_06_03_03_12_1_9248q_20201110_22.jpg,1,1,3,416,42,3631,3024
V006_77_1_02_01_03_13_1_6835q_20201119_118.jpg,1,1,1,51,7,487,886
V006_77_1_17_10_03_13_3_6834r_20201102_51.JPG,1,3,10,691,0,4032,3024
V006_77_1_06_03_03_12_3_5424w_20201120_33.jpg,1,3,3,612,700,3500,2372
V006_77_0_00_10_03_11_0_c39_20201209_0875_S01_1.JPG,0,0,10,256,673,2902,2943
V006_77_0_00_10_03_12_0_c22_20201222_0309_S01_1.jpg,0,0,10,1216,835,2690,2306
V006_77_1_12_06_03_13_2_6022w_20201123_8.jpg,1,2,6,0,44,4032,3024
V006_77_1_02_01_03_13_1_7497r_20201002_13.jpg,1,1,1,0,110,678,830
V006_77_1_12_06_03_13_2_6022w_20200923_4.jpg,1,2,6,44,0,4032,3019
V006_77_0_00_06_03_13_0_b11_20201204_0047_S01_1.jpg,0,0,6,160,1569,1704,3682
V006_77_1_02_01_03_13_2_0823b_20201019_51.jpg,1,2,1,93,223,532,819
V006_77_0_00_06_03_12_0_c23_20201117_0000_S01_1.jpg,0,0,6,524,75,3798,3013
V006_77_0_00_10_03_13_0_c35_20201027_0102_S01_1.jpg,0,0,10,1125,382,3162,2789
V006_77_1_06_03_03_12_3_0325w_20201120_82.jpg,1,3,3,710,312,3719,2834
V006_77_0_00_10_03_11_0_b08_20201210_0479_S01_1.jpg,0,0,10,245,1031,1624,2547
V006_77_0_00_10_03_12_0_c15_20201231_0003_S01_1.jpg,0,0,10,4,1238,1816,2939
V006_77_0_00_06_03_12_0_c14_20201223_0030_S01_1.jpg,0,0,6,232,1959,1438,2729
V006_77_1_02_01_03_13_1_6835q_20201029_68.jpg,1,1,1,71,253,566,692
V006_77_1_02_01_03_13_1_7497r_20201105_72.jpg,1,1,1,107,447,2348,2381
V006_77_1_12_06_03_13_2_9763w_20201130_30.jpg,1,2,6,0,147,3791,2782
V006_77_1_02_01_03_13_1_7497r_20201002_2.jpg,1,1,1,184,0,738,953
V006_77_1_06_03_03_12_3_4005e_20201125_42.jpg,1,3,3,590,0,3756,2316
V006_77_0_00_01_03_13_0_c05_20201125_0238_S01_1.JPG,0,0,1,462,468,2384,3218
V006_77_1_02_01_03_13_2_0823b_20201029_76.jpg,1,2,1,0,772,2522,2610
V006_77_1_06_03_03_12_2_2472q_20200925_5.jpg,1,2,3,1369,42,3288,2050
V006_77_0_00_06_03_12_0_c22_20201130_0021_S01_1.jpg,0,0,6,29,1002,2899,2807
V006_77_0_00_01_03_13_0_c10_20201204_0650_S01_1.jpg,0,0,1,413,182,2329,3064
V006_77_0_00_10_03_11_0_c15_20201223_0023_S01_1.jpg,0,0,10,0,1401,1802,3111
V006_77_1_06_03_03_12_3_5740t_20201126_40.jpg,1,3,3,19,11,4008,3004
V006_77_1_17_10_03_13_1_6309r_20201012_20.JPG,1,1,10,1235,800,2983,2574
V006_77_0_00_03_03_12_0_c14_20201209_0019_S01_1.jpg,0,0,3,32,1454,1724,3038
V006_77_1_02_01_03_13_2_0823b_20201019_49.jpg,1,2,1,42,187,548,839
V006_77_0_00_06_03_13_0_c41_20201204_0112_S01_1.jpg,0,0,6,1418,415,3579,2080
V006_77_0_00_06_03_12_0_c16_20201231_0085_S01_1.JPG,0,0,6,441,916,2495,3835
V006_77_0_00_06_03_11_0_c14_20201216_0056_S01_1.jpg,0,0,6,105,1421,1742,2953
V006_77_1_06_03_03_12_3_2472q_20201120_37.jpg,1,3,3,2372,732,3596,3016
V006_77_0_00_10_03_12_0_c37_20201223_0548_S01_1.jpg,0,0,10,1032,216,3983,3246
V006_77_1_17_10_03_13_1_8451r_20201102_61.JPG,1,1,10,788,380,3024,3024
V006_77_0_00_04_03_13_0_b06_20201006_0019_S01_1.jpg,0,0,4,1250,172,3156,1770
V006_77_1_08_04_03_13_2_3321w_20201126_33.jpg,1,2,4,888,356,3256,2468
V006_77_1_06_03_03_12_3_4535e_20201130_69.jpg,1,3,3,8,12,3996,3000
V006_77_0_00_04_03_13_0_b06_20201111_0399_S01_1.jpg,0,0,4,886,33,2976,2002
V006_77_0_00_03_03_12_0_c16_20201214_0007_S01_1.JPG,0,0,3,0,724,2900,3887
V006_77_1_08_04_03_13_2_1886w_20201204_81.jpg,1,2,4,706,291,1817,1670
V006_77_0_00_04_03_12_0_a03_20201109_0050_S01_1.jpg,0,0,4,788,376,3079,2318
V006_77_0_00_06_03_13_0_b11_20201202_0143_S01_1.jpg,0,0,6,652,1539,1674,3294
V006_77_1_12_06_03_13_2_9763w_20201130_25.jpg,1,2,6,1146,117,3686,2707
V006_77_0_00_03_03_12_0_c17_20201214_0069_S01_1.jpg,0,0,3,684,142,3288,2905
V006_77_1_08_04_03_12_3_3248b_20201116_2.jpg,1,3,4,247,234,751,863
V006_77_1_08_04_03_13_1_1886w_20201204_106.jpg,1,1,4,732,477,1666,1373
V006_77_1_06_03_03_12_2_4535e_20201130_70.jpg,1,2,3,1509,12,3493,2320
V006_77_0_00_10_03_12_0_b09_20201222_0177_S01_1.jpg,0,0,10,272,1296,1505,2675
V006_77_1_06_03_03_11_1_1048y_20201014_10.jpg,1,1,3,2121,332,3384,1409
V006_77_0_00_03_03_12_0_c16_20201130_0056_S01_1.JPG,0,0,3,234,837,2912,3570
V006_77_0_00_04_03_12_0_a03_20201022_0101_S01_1.jpg,0,0,4,713,482,2031,2238
V006_77_0_00_01_03_13_0_c04_20201210_0519_S01_1.JPG,0,0,1,135,682,2788,2539
V006_77_1_17_10_03_13_1_6834r_20201123_96.JPG,1,1,10,1806,162,3696,3024
V006_77_1_06_03_03_11_1_5645r_20201103_2.jpg,1,1,3,1530,252,2151,897
V006_77_1_08_04_03_12_3_3742w_20201210_139.jpg,1,3,4,1119,486,3427,1895
V006_77_1_06_03_03_12_2_4131q_20201005_8.jpg,1,2,3,454,164,3190,2159
V006_77_0_00_04_03_12_0_b02_20201030_0361_S01_1.jpg,0,0,4,1822,169,2709,1317
V006_77_1_12_06_03_13_1_9763w_20201127_4.jpg,1,1,6,0,0,3771,3022
V006_77_0_00_04_03_12_0_c24_20201209_0076_S01_1.JPG,0,0,4,297,843,2895,2789
V006_77_1_06_03_03_12_3_0325w_20201130_97.jpg,1,3,3,498,84,3478,3007
V006_77_1_17_10_03_13_2_6309r_20201026_41.JPG,1,2,10,652,716,3564,2972
V006_77_1_12_06_03_13_3_7188w_20201027_4.jpg,1,3,6,589,0,4024,3024
V006_77_0_00_06_03_13_0_c02_20201013_0003_S01_1.JPG,0,0,6,355,0,3701,2744
V006_77_0_00_10_03_11_0_c34_20201209_0317_S01_1.JPG,0,0,10,248,972,2381,2934
V006_77_1_17_10_03_13_2_6834r_20201109_63.JPG,1,2,10,1111,207,4031,3024
V006_77_1_12_06_03_13_2_6022w_20200917_5.jpg,1,2,6,664,324,3868,3024
V006_77_1_08_04_03_12_2_3742w_20201204_88.jpg,1,2,4,34,359,1462,1584
V006_77_1_12_06_03_13_1_2679w_20201103_2.jpg,1,1,6,359,6,4028,2736
V006_77_0_00_01_03_13_0_c09_20201204_0763_S01_1.jpg,0,0,1,444,398,2476,3231
V006_77_1_06_03_03_12_2_4580t_20201030_42.jpg,1,2,3,1688,1776,2364,2500
V006_77_0_00_01_03_13_0_c10_20201210_0421_S01_1.jpg,0,0,1,112,606,2918,3179
V006_77_1_06_03_03_12_2_7852w_20200929_15.jpg,1,2,3,915,1124,2035,2164
V006_77_1_08_04_03_12_1_3742w_20201203_72.jpg,1,1,4,637,443,3235,3002
V006_77_0_00_06_03_13_0_c14_20201228_0039_S01_1.jpg,0,0,6,309,1617,1665,2897
V006_77_1_06_03_03_12_3_1048y_20201028_17.jpg,1,3,3,1485,1244,2446,2134
V006_77_0_00_10_03_12_0_c36_20201224_0075_S01_1.jpg,0,0,10,235,678,2750,3324
V006_77_0_00_10_03_11_0_c07_20201222_0067_S01_1.JPG,0,0,10,439,1416,2251,3371
V006_77_0_00_03_03_12_0_c14_20201217_0040_S01_1.jpg,0,0,3,18,1751,1796,3547
V006_77_1_08_04_03_13_2_3742w_20201207_112.jpg,1,2,4,451,244,1419,1889
v006_77_0_00_01_03_13_0_c05_20201209_0448_S01_1.JPG,0,0,1,711,551,2302,3612
V006_77_1_02_01_03_13_2_6835q_20201012_29.jpg,1,2,1,18,27,719,897
V006_77_0_00_03_03_12_0_c17_20201209_0058_S01_1.jpg,0,0,3,817,55,3490,2872
V006_77_0_00_04_03_13_0_c15_20201027_0073_S01_1.jpg,0,0,4,433,122,720,552
V006_77_1_06_03_03_12_3_9702t_20201120_36.jpg,1,3,3,624,52,3668,2600
V006_77_0_00_03_03_12_0_c14_20201125_0017_S01_1.jpg,0,0,3,819,521,3382,2912
V006_77_1_17_10_03_13_1_6309r_20201026_40.JPG,1,1,10,1401,457,3361,2927
V006_77_0_00_06_03_13_0_c17_20210104_0054_S01_1.jpg,0,0,6,234,487,2303,3421
V006_77_1_06_03_03_12_3_3704b_20201119_78.jpg,1,3,3,392,8,3676,2300
V006_77_0_00_10_03_11_0_c34_20201209_0552_S01_1.JPG,0,0,10,508,825,2664,3002
V006_77_0_00_01_03_13_0_c04_20201210_0376_S01_1.JPG,0,0,1,454,267,2402,2823
V006_77_0_00_06_03_13_0_c38_20201207_0045_S01_1.JPG,0,0,6,648,0,2146,3034
V006_77_1_06_03_03_12_2_3704b_20201105_55.jpg,1,2,3,920,948,2380,2224
V006_77_1_06_03_03_12_3_4535e_20201116_50.jpg,1,3,3,556,0,3736,3024
V006_77_1_06_03_03_12_3_4005e_20201125_44.jpg,1,3,3,796,176,3644,2896
V006_77_1_08_04_03_13_2_3321w_20201202_57.jpg,1,2,4,445,332,1775,1379
